sel1	gols1	gols2	sel2	data	peso
Hong Kong	1	1	North Korea	736493	2.5
Macau	0	4	Myanmar	736493	2.5
Palestine	2	1	Oman	736493	2.5
Bhutan	0	2	Maldives	736493	2.5
Tajikistan	3	4	Philippines	736493	2.5
Vietnam	0	0	Jordan	736493	2.5
France	3	2	England	736493	1
Cameroon	0	4	Colombia	736493	1
Syria	2	2	China	736493	2.5
South Africa	1	2	Zambia	736493	1
Papua New Guinea	1	2	Solomon Islands	736493	2.5
Costa Rica	2	1	Trinidad and Tobago	736493	2.5
Panama	2	2	Honduras	736493	2.5
Romania	3	2	Chile	736493	1
Singapore	0	6	Argentina	736493	1
Norway	1	1	Sweden	736493	1
Australia	0	4	Brazil	736493	1
Iraq	1	1	Japan	736493	2.5
Indonesia	0	0	Puerto Rico	736493	1
Canada	2	1	Curacao	736494	1
Peru	3	1	Jamaica	736494	1
Ecuador	3	0	El Salvador	736494	1
Russia	2	0	New Zealand	736497	3
Curacao	0	0	Nicaragua	736497	1
French Guiana	3	0	Barbados	736497	1
Portugal	2	2	Mexico	736498	3
Cameroon	0	2	Chile	736498	3
Australia	2	3	Germany	736499	3
Russia	0	1	Portugal	736501	3
Mexico	2	1	New Zealand	736501	3
Germany	1	1	Chile	736502	3
Cameroon	1	1	Australia	736502	3
New Zealand	0	4	Portugal	736504	3
Mexico	2	1	Russia	736504	3
Chile	1	1	Australia	736505	3
Germany	3	1	Cameroon	736505	3
Tanzania	2	0	Malawi	736505	1
Mauritius	0	1	Angola	736505	1
Mozambique	0	4	Zimbabwe	736506	1
Madagascar	2	0	Seychelles	736506	1
Angola	0	0	Tanzania	736507	1
Malawi	0	0	Mauritius	736507	1
Seychelles	1	2	Mozambique	736508	1
St. Vincent and the Grenadines	1	2	St. Lucia	736508	1
Portugal	1	1	Chile	736508	3
Zimbabwe	0	0	Madagascar	736508	1
Germany	4	1	Mexico	736509	3
Mexico	1	0	Ghana	736509	1
Tanzania	1	1	Mauritius	736509	1
Malawi	0	0	Angola	736509	1
Grenada	1	1	Dominica	736509	1
Zimbabwe	6	0	Seychelles	736510	1
Mozambique	1	4	Madagascar	736510	1
Dominica	2	1	Barbados	736510	1
USA	2	1	Ghana	736511	1
Botswana	1	2	Zambia	736511	1
Namibia	1	1	Lesotho	736511	1
Grenada	2	0	St. Lucia	736511	1
South Africa	0	1	Tanzania	736512	1
Portugal	1	1	Mexico	736512	3
Chile	0	1	Germany	736512	3
Swaziland	1	2	Zimbabwe	736512	1
Grenada	4	3	St. Vincent and the Grenadines	736513	1
Barbados	1	1	St. Lucia	736513	1
Namibia	1	0	Swaziland	736514	1
St. Lucia	0	0	Dominica	736514	1
Botswana	0	2	South Africa	736514	1
St. Vincent and the Grenadines	4	2	Barbados	736514	1
Zambia	4	2	Tanzania	736515	1
Lesotho	3	4	Zimbabwe	736515	1
Grenada	0	2	Barbados	736516	1
Dominica	2	2	St. Vincent and the Grenadines	736516	1
Tanzania	1	1	Lesotho	736517	1
South Africa	1	0	Namibia	736517	1
Mauritania	2	1	Senegal	736518	1
Honduras	0	1	Costa Rica	736518	3
French Guiana	2	4	Canada	736518	3
USA	1	1	Panama	736518	3
Martinique	2	0	Nicaragua	736519	3
Togo	1	2	Ghana	736519	1
Thailand	3	0	North Korea	736519	1
Zambia	1	3	Zimbabwe	736519	1
Mexico	3	1	El Salvador	736520	3
Curacao	0	2	Jamaica	736520	3
Costa Rica	1	1	Canada	736522	3
Honduras	3	0	French Guiana	736522	3
Panama	2	1	Nicaragua	736523	3
USA	3	2	Martinique	736523	3
El Salvador	2	0	Curacao	736524	3
Burkina Faso	1	1	Belarus	736524	1
South Sudan	0	0	Uganda	736524	1
Mexico	0	0	Jamaica	736524	3
Comoros	2	0	Lesotho	736525	1
Panama	3	0	Martinique	736525	3
Canada	0	0	Honduras	736525	3
Costa Rica	3	0	French Guiana	736525	3
Botswana	0	2	South Africa	736525	1
Sierra Leone	1	1	Senegal	736525	1
Djibouti	1	5	Ethiopia	736525	1
Tanzania	1	1	Rwanda	736525	1
Gambia	0	0	Mali	736525	1
Guinea-Bissau	1	3	Guinea	736525	1
Liberia	0	2	Mauritania	736526	1
Togo	1	1	Benin	736526	1
Burkina Faso	1	1	North Korea	736526	1
Belarus	1	1	Thailand	736526	1
Madagascar	2	2	Mozambique	736526	1
Mauritius	0	1	Angola	736526	1
Namibia	1	0	Zimbabwe	736526	1
Swaziland	0	4	Zambia	736526	1
Nicaragua	0	3	USA	736526	3
Jamaica	1	1	El Salvador	736527	3
Curacao	0	2	Mexico	736527	3
USA	2	0	El Salvador	736529	3
Costa Rica	1	0	Panama	736529	3
Mexico	1	0	Honduras	736530	3
Jamaica	2	1	Canada	736530	3
Benin	1	1	Togo	736531	1
Senegal	3	1	Sierra Leone	736532	1
Guinea	7	0	Guinea-Bissau	736532	1
Mali	4	0	Gambia	736532	1
Rwanda	0	0	Tanzania	736532	1
Uganda	5	1	South Sudan	736532	1
South Africa	1	0	Botswana	736532	1
Zambia	3	0	Swaziland	736532	1
Costa Rica	0	2	USA	736532	3
Mexico	0	1	Jamaica	736533	3
Mozambique	0	2	Madagascar	736533	1
Lesotho	1	0	Comoros	736533	1
Zimbabwe	1	1	Namibia	736533	1
Burundi	0	0	Sudan	736533	1
Angola	3	2	Mauritius	736533	1
Mauritania	0	1	Liberia	736533	1
DR Congo	1	0	Burkina Faso	736535	1
Ecuador	3	1	Trinidad and Tobago	736536	1
USA	2	1	Jamaica	736536	3
Morocco	1	1	Burkina Faso	736538	1
Solomon Islands	0	0	Vanuatu	736538	1
Sudan	1	0	Burundi	736539	1
Equatorial Guinea	1	0	Congo	736540	1
Morocco	3	1	DR Congo	736541	1
Zambia	0	0	Ethiopia	736546	1
Rwanda	2	1	Sudan	736548	1
Algeria	1	2	Libya	736552	1
Egypt	1	1	Morocco	736552	1
São Tome e Ptincipe	0	2	Cameroon	736552	1
Congo	0	0	DR Congo	736552	1
Uganda	3	0	Rwanda	736553	1
Mauritania	2	2	Mali	736553	1
Burkina Faso	2	2	Ghana	736553	1
South Africa	2	2	Zambia	736553	1
Niger	2	1	Cote dIvoire	736554	1
Madagascar	0	0	Angola	736554	1
Benin	1	0	Nigeria	736554	1
Ethiopia	1	1	Sudan	736554	1
Comoros	2	1	Namibia	736554	1
Senegal	3	1	Guinea	736556	1
Andorra	0	1	Qatar	736557	1
Morocco	3	1	Egypt	736559	1
Libya	1	1	Algeria	736559	1
DR Congo	1	1	Congo	736559	1
Cote dIvoire	1	0	Niger	736560	1
Angola	1	0	Madagascar	736560	1
Mali	0	1	Mauritania	736560	1
Rwanda	2	0	Uganda	736560	1
Sudan	1	0	Ethiopia	736560	1
Cameroon	2	0	São Tome e Ptincipe	736560	1
India	2	1	Mauritius	736560	1
Zambia	2	0	South Africa	736560	1
Nigeria	2	0	Benin	736560	1
Ghana	1	2	Burkina Faso	736561	1
Namibia	2	0	Comoros	736561	1
St. Kitts and Nevis	1	1	Mauritius	736563	1
Malaysia	1	2	Syria	736563	1
Guinea	5	0	Senegal	736564	1
Qatar	2	1	Turkmenistan	736564	1
India	1	1	St. Kitts and Nevis	736565	1
Trinidad and Tobago	1	2	Jamaica	736565	1
Uzbekistan	5	0	Kyrgyzstan	736566	1
Iraq	1	1	Syria	736567	1
Bahrain	0	0	Jordan	736570	1
Myanmar	1	0	Malaysia	736570	1
United Arab Emirates	2	1	Saudi Arabia	736570	2.5
Oman	2	0	Afghanistan	736571	1
Cyprus	3	2	Bosnia and Herzegovina	736572	2.5
Greece	0	0	Estonia	736572	2.5
Syria	3	1	Qatar	736572	2.5
Guinea	3	2	Libya	736572	2.5
Belgium	9	0	Gibraltar	736572	2.5
China	1	0	Uzbekistan	736572	2.5
Suisse	3	0	Andorra	736572	2.5
Venezuela	0	0	Colombia	736572	2.5
Japan	2	0	Australia	736572	2.5
Portugal	5	1	Faroe Islands	736572	2.5
South Korea	0	0	Iran	736572	2.5
Togo	2	0	Niger	736572	1
Hungary	3	1	Latvia	736572	2.5
Mauritania	1	1	Kenya	736572	1
Singapore	1	1	Hong Kong	736572	1
Thailand	1	2	Iraq	736572	2.5
Bulgaria	3	2	Sweden	736572	2.5
France	4	0	Netherlands	736572	2.5
Luxembourg	1	0	Belarus	736572	2.5
Uganda	1	0	Egypt	736572	2.5
Slovakia	1	0	Slovenia	736573	2.5
Nigeria	4	0	Cameroon	736573	2.5
Cape Verde	2	1	South Africa	736573	2.5
Trinidad and Tobago	1	2	Honduras	736573	2.5
Ghana	1	1	Congo	736573	2.5
Lithania	0	3	Scotland	736573	2.5
Morocco	6	0	Mali	736573	2.5
Mexico	1	0	Panama	736573	2.5
Tunisia	2	1	DR Congo	736573	2.5
USA	0	2	Costa Rica	736573	2.5
New Zealand	6	1	Solomon Islands	736573	2.5
Denmark	4	0	Poland	736573	2.5
Brazil	2	0	Ecuador	736573	2.5
Kazakhstan	0	3	Montenegro	736573	2.5
Uruguay	0	0	Argentina	736573	2.5
Chile	0	3	Paraguay	736573	2.5
Malta	0	4	England	736573	2.5
Peru	2	1	Bolivia	736573	2.5
Czech Republic	1	2	Germany	736573	2.5
San Marino	0	3	Northern Ireland	736573	2.5
Norway	2	0	Azerbaijan	736573	2.5
Romania	1	0	Armenia	736573	2.5
Wales	1	0	Austria	736574	2.5
Canada	2	0	Jamaica	736574	1
Zambia	3	1	Algeria	736574	2.5
Croatia	1	0	Kosovo	736574	2.5
Serbia	3	0	Moldova	736574	2.5
Ukraine	2	0	Turkey	736574	2.5
Israel	0	1	FYR of Macedonia	736574	2.5
Gabon	0	3	Cote dIvoire	736574	2.5
Tanzania	2	0	Botswana	736574	1
Finland	1	0	Iceland	736574	2.5
Georgia	1	1	Ireland	736574	2.5
Mozambique	1	1	Kenya	736574	1
Indonesia	0	0	Fiji	736574	1
Hong Kong	4	0	Macau	736574	1
Senegal	0	0	Burkina Faso	736574	2.5
Albania	2	0	Liechtenstein	736574	2.5
Spain	3	0	Italy	736574	2.5
Netherlands	3	1	Bulgaria	736575	2.5
Latvia	0	3	Suisse	736575	2.5
Faroe Islands	1	0	Andorra	736575	2.5
Estonia	1	0	Cyprus	736575	2.5
Belarus	0	4	Sweden	736575	2.5
Greece	1	2	Belgium	736575	2.5
Hungary	0	1	Portugal	736575	2.5
Gibraltar	0	4	Bosnia and Herzegovina	736575	2.5
France	0	0	Luxembourg	736575	2.5
Equatorial Guinea	1	2	Benin	736575	1
England	2	1	Slovakia	736576	2.5
Germany	6	0	Norway	736576	2.5
Northern Ireland	2	0	Czech Republic	736576	2.5
Azerbaijan	5	1	San Marino	736576	2.5
Montenegro	1	0	Romania	736576	2.5
Armenia	1	4	Denmark	736576	2.5
Libya	1	0	Guinea	736576	2.5
Cameroon	1	1	Nigeria	736576	2.5
Scotland	2	0	Malta	736576	2.5
Togo	0	1	Malawi	736576	1
Poland	3	0	Kazakhstan	736576	2.5
Slovenia	4	0	Lithania	736576	2.5
DR Congo	2	2	Tunisia	736577	2.5
Kosovo	0	1	Finland	736577	2.5
Ecuador	1	2	Peru	736577	2.5
Honduras	1	1	USA	736577	2.5
Argentina	1	1	Venezuela	736577	2.5
Qatar	1	2	China	736577	2.5
Colombia	1	1	Brazil	736577	2.5
Bahrain	5	0	Taiwan	736577	2.5
Iran	2	2	Syria	736577	2.5
Jordan	4	1	Afghanistan	736577	2.5
Panama	3	0	Trinidad and Tobago	736577	2.5
Bhutan	0	2	Palestine	736577	2.5
Oman	5	0	Maldives	736577	2.5
Singapore	1	1	Turkmenistan	736577	2.5
Nepal	1	2	Tajikistan	736577	2.5
North Korea	2	2	Lebanon	736577	2.5
Macau	0	2	India	736577	2.5
Philippines	2	2	Yemen	736577	2.5
Malaysia	1	1	Hong Kong	736577	2.5
Bolivia	1	0	Chile	736577	2.5
Cambodia	1	2	Vietnam	736577	2.5
Paraguay	1	2	Uruguay	736577	2.5
Liechtenstein	0	8	Spain	736577	2.5
Australia	2	1	Thailand	736577	2.5
Italy	1	0	Israel	736577	2.5
Ireland	0	1	Serbia	736577	2.5
FYR of Macedonia	1	1	Albania	736577	2.5
Austria	1	1	Georgia	736577	2.5
Iraq	1	0	United Arab Emirates	736577	2.5
Iceland	2	0	Ukraine	736577	2.5
Turkey	1	0	Croatia	736577	2.5
Moldova	0	2	Wales	736577	2.5
Costa Rica	1	1	Mexico	736577	2.5
Saudi Arabia	1	0	Japan	736577	2.5
Cote dIvoire	1	2	Gabon	736577	2.5
Algeria	0	1	Zambia	736577	2.5
Mali	0	0	Morocco	736577	2.5
Burkina Faso	2	2	Senegal	736577	2.5
Uzbekistan	0	0	South Korea	736577	2.5
South Africa	1	2	Cape Verde	736577	2.5
Congo	1	5	Ghana	736577	2.5
Solomon Islands	2	2	New Zealand	736577	2.5
Niger	2	0	Mauritania	736577	1
Egypt	1	0	Uganda	736577	2.5
Macau	3	1	Laos	736604	1
Uganda	1	2	Madagascar	736606	1
Indonesia	3	1	Cambodia	736606	1
Jordan	1	1	Oman	736606	1
Malta	1	1	Lithania	736607	2.5
San Marino	0	8	Norway	736607	2.5
Bolivia	0	0	Brazil	736607	2.5
England	1	0	Slovenia	736607	2.5
Scotland	1	0	Slovakia	736607	2.5
Venezuela	0	0	Uruguay	736607	2.5
Romania	3	1	Kazakhstan	736607	2.5
Azerbaijan	1	2	Czech Republic	736607	2.5
Montenegro	0	1	Denmark	736607	2.5
Armenia	1	6	Poland	736607	2.5
Hong Kong	4	0	Laos	736607	1
Qatar	3	1	Singapore	736607	1
Iraq	2	1	Kenya	736607	1
Iran	2	0	Togo	736607	1
Syria	1	1	Australia	736607	2.5
Taiwan	4	2	Mongolia	736607	1
Northern Ireland	1	3	Germany	736607	2.5
Spain	3	0	Albania	736608	2.5
Turkey	0	3	Iceland	736608	2.5
Liechtenstein	0	1	Israel	736608	2.5
Croatia	1	1	Finland	736608	2.5
Ireland	2	0	Moldova	736608	2.5
Austria	3	2	Serbia	736608	2.5
Italy	1	1	FYR of Macedonia	736608	2.5
Mexico	3	1	Trinidad and Tobago	736608	2.5
Georgia	0	1	Wales	736608	2.5
Kosovo	0	2	Ukraine	736608	2.5
Comoros	1	0	Mauritania	736608	1
Japan	2	1	New Zealand	736608	1
USA	4	0	Panama	736608	2.5
Colombia	1	2	Paraguay	736608	2.5
Chile	2	1	Ecuador	736608	2.5
Argentina	0	0	Peru	736608	2.5
Mali	0	0	Cote dIvoire	736608	2.5
Cameroon	2	0	Algeria	736609	2.5
Gibraltar	0	6	Estonia	736609	2.5
Libya	1	2	DR Congo	736609	2.5
South Africa	3	1	Burkina Faso	736609	2.5
Nigeria	1	0	Zambia	736609	2.5
Cape Verde	0	2	Senegal	736609	2.5
Morocco	3	0	Gabon	736609	2.5
Sweden	8	0	Luxembourg	736609	2.5
Uganda	0	0	Ghana	736609	2.5
Guinea	1	4	Tunisia	736609	2.5
Cyprus	1	2	Greece	736609	2.5
Suisse	5	2	Hungary	736609	2.5
Costa Rica	1	1	Honduras	736609	2.5
Bulgaria	0	1	France	736609	2.5
Bosnia and Herzegovina	3	4	Belgium	736609	2.5
Faroe Islands	0	0	Latvia	736609	2.5
Belarus	1	3	Netherlands	736609	2.5
Tanzania	1	1	Malawi	736609	1
Saudi Arabia	5	2	Jamaica	736609	1
Russia	4	2	South Korea	736609	1
Grenada	1	0	Guyana	736609	1
Andorra	0	2	Portugal	736609	2.5
Kazakhstan	1	1	Armenia	736610	2.5
Czech Republic	5	0	San Marino	736610	2.5
Slovenia	2	2	Scotland	736610	2.5
Germany	5	1	Azerbaijan	736610	2.5
Lithania	0	1	England	736610	2.5
Poland	4	2	Montenegro	736610	2.5
Slovakia	3	0	Malta	736610	2.5
Egypt	2	1	Congo	736610	2.5
Thailand	1	0	Kenya	736610	1
Denmark	1	1	Romania	736610	2.5
Norway	1	0	Northern Ireland	736610	2.5
Albania	0	1	Italy	736611	2.5
Moldova	0	1	Austria	736611	2.5
Wales	0	1	Ireland	736611	2.5
Serbia	1	0	Georgia	736611	2.5
Finland	2	2	Turkey	736611	2.5
FYR of Macedonia	4	0	Liechtenstein	736611	2.5
Israel	0	1	Spain	736611	2.5
Iceland	2	0	Kosovo	736611	2.5
Ukraine	0	2	Croatia	736611	2.5
Lebanon	5	0	North Korea	736612	2.5
Belgium	4	0	Cyprus	736612	2.5
Trinidad and Tobago	2	1	USA	736612	2.5
Australia	1	1	Syria	736612	2.5
Yemen	1	1	Philippines	736612	2.5
Taiwan	2	1	Bahrain	736612	2.5
Panama	2	1	Costa Rica	736612	2.5
Honduras	3	2	Mexico	736612	2.5
Afghanistan	3	3	Jordan	736612	2.5
Vietnam	5	0	Cambodia	736612	2.5
Palestine	10	0	Bhutan	736612	2.5
Maldives	1	3	Oman	736612	2.5
Turkmenistan	2	1	Singapore	736612	2.5
Tajikistan	3	0	Nepal	736612	2.5
Myanmar	2	2	Kyrgyzstan	736612	2.5
Portugal	2	0	Suisse	736612	2.5
Hong Kong	2	0	Malaysia	736612	2.5
Netherlands	2	0	Sweden	736612	2.5
South Korea	1	3	Morocco	736612	1
Paraguay	0	1	Venezuela	736612	2.5
Japan	3	3	Haiti	736612	1
Russia	1	1	Iran	736612	1
Qatar	1	2	Curacao	736612	1
Gabon	0	1	Benin	736612	1
Brazil	3	0	Chile	736612	2.5
Estonia	1	2	Bosnia and Herzegovina	736612	2.5
France	2	1	Belarus	736612	2.5
Uruguay	4	2	Bolivia	736612	2.5
Peru	1	1	Colombia	736612	2.5
Greece	4	0	Gibraltar	736612	2.5
Luxembourg	1	1	Bulgaria	736612	2.5
Hungary	1	0	Faroe Islands	736612	2.5
Ecuador	1	3	Argentina	736612	2.5
Latvia	4	0	Andorra	736612	2.5
India	4	1	Macau	736613	2.5
Grenada	0	5	Panama	736626	1
Bermuda	2	3	Barbados	736630	1
Ethiopia	2	3	Rwanda	736638	1
Saudi Arabia	2	0	Latvia	736640	1
Congo	1	1	Benin	736641	1
Czech Republic	2	1	Iceland	736641	1
Lesotho	1	0	Zimbabwe	736641	1
Nicaragua	0	3	Dominican Republic	736641	1
Hong Kong	0	2	Bahrain	736642	1
Northern Ireland	0	1	Suisse	736642	2.5
Croatia	4	1	Greece	736642	2.5
Singapore	0	1	Lebanon	736642	1
Scotland	0	1	Netherlands	736642	1
Iran	2	1	Panama	736642	1
Luxembourg	2	1	Hungary	736642	1
Finland	3	0	Estonia	736642	1
Armenia	4	1	Belarus	736642	1
Cambodia	1	2	Myanmar	736642	1
Romania	2	0	Turkey	736642	1
United Arab Emirates	0	1	Haiti	736643	1
Ukraine	2	1	Slovakia	736643	1
North Korea	4	1	Malaysia	736643	2.5
Algeria	1	1	Nigeria	736643	2.5
South Africa	0	2	Senegal	736643	2.5
Sweden	1	0	Italy	736643	2.5
Honduras	0	0	Australia	736643	2.5
France	2	0	Wales	736643	1
England	0	0	Germany	736643	1
China	0	2	Serbia	736643	1
Brazil	3	1	Japan	736643	1
Belgium	3	3	Mexico	736643	1
Poland	0	0	Uruguay	736643	1
Georgia	1	0	Cyprus	736643	1
Portugal	3	0	Saudi Arabia	736643	1
Tunisia	0	0	Libya	736644	2.5
Zambia	2	2	Cameroon	736644	2.5
DR Congo	3	1	Guinea	736644	2.5
Gabon	0	0	Mali	736644	2.5
New Zealand	0	0	Peru	736644	2.5
South Korea	2	1	Colombia	736644	1
Denmark	0	0	Ireland	736644	2.5
Namibia	3	1	Zimbabwe	736644	1
Malawi	1	1	Lesotho	736644	1
Trinidad and Tobago	2	2	Grenada	736644	1
FYR of Macedonia	2	0	Norway	736644	1
Qatar	0	1	Czech Republic	736644	1
Spain	5	0	Costa Rica	736644	1
Dominican Republic	1	0	Nicaragua	736644	1
Cote dIvoire	0	2	Morocco	736644	2.5
Russia	0	1	Argentina	736644	1
Comoros	1	1	Madagascar	736644	1
Suisse	0	0	Northern Ireland	736645	2.5
Benin	1	1	Tanzania	736645	1
Greece	0	0	Croatia	736645	2.5
Ghana	1	1	Egypt	736645	2.5
Congo	1	1	Uganda	736645	2.5
Malta	0	3	Estonia	736645	1
Togo	6	0	Mauritius	736645	1
Iraq	1	1	Syria	736646	1
Malaysia	1	4	North Korea	736646	2.5
Turkey	2	3	Albania	736646	1
Italy	0	0	Sweden	736646	2.5
Venezuela	0	1	Iran	736646	1
Poland	0	1	Mexico	736646	1
Bulgaria	1	0	Saudi Arabia	736646	1
Armenia	3	2	Cyprus	736646	1
Kosovo	4	3	Latvia	736646	1
Georgia	2	2	Belarus	736646	1
Ireland	1	5	Denmark	736647	2.5
Nepal	0	0	Philippines	736647	2.5
Algeria	3	0	Central African Republic	736647	1
Palestine	8	1	Maldives	736647	2.5
Bhutan	2	4	Oman	736647	2.5
Tajikistan	0	0	Yemen	736647	2.5
Hong Kong	0	1	Lebanon	736647	2.5
Vietnam	0	0	Afghanistan	736647	2.5
India	2	2	Myanmar	736647	2.5
Macau	3	4	Kyrgyzstan	736647	2.5
Singapore	0	3	Bahrain	736647	2.5
Senegal	2	1	South Africa	736647	2.5
Burkina Faso	4	0	Cape Verde	736647	2.5
Cambodia	0	1	Jordan	736647	2.5
Turkmenistan	2	1	Taiwan	736647	2.5
Hungary	1	0	Costa Rica	736647	1
Romania	0	3	Netherlands	736647	1
Germany	2	2	France	736647	1
England	0	0	Brazil	736647	1
Wales	1	1	Panama	736647	1
Belgium	1	0	Japan	736647	1
Portugal	1	1	USA	736647	1
China	0	4	Colombia	736647	1
Russia	3	3	Spain	736647	1
Argentina	2	4	Nigeria	736647	1
Qatar	1	1	Iceland	736647	1
Austria	2	1	Uruguay	736647	1
South Korea	1	1	Serbia	736647	1
United Arab Emirates	1	0	Uzbekistan	736647	1
Slovakia	1	0	Norway	736647	1
Trinidad and Tobago	1	1	Guyana	736648	1
Australia	3	1	Honduras	736648	2.5
Peru	2	0	New Zealand	736649	2.5
Fiji	0	2	Estonia	736652	1
Vanuatu	0	1	Estonia	736656	1
Indonesia	2	1	Guyana	736658	1
New Caledonia	1	1	Estonia	736659	1
Philippines	3	1	Laos	736664	1
Tonga	0	8	Solomon Islands	736665	1
New Caledonia	1	2	Vanuatu	736665	1
St. Kitts and Nevis	1	0	Grenada	736665	1
Fiji	8	0	Tuvalu	736665	1
Timor-Leste	1	2	Laos	736666	1
Taiwan	3	0	Philippines	736666	1
Kenya	2	0	Rwanda	736666	1
Libya	0	0	Tanzania	736666	1
Uganda	0	0	Burundi	736667	1
Taiwan	3	1	Timor-Leste	736667	1
South Sudan	0	3	Ethiopia	736668	1
Kenya	0	0	Libya	736668	1
Sansibar	3	1	Rwanda	736668	1
Philippines	0	1	Timor-Leste	736668	1
Taiwan	2	0	Laos	736668	1
Tuvalu	2	1	New Caledonia	736668	1
Vanuatu	5	0	Tonga	736669	1
Solomon Islands	0	0	Fiji	736669	1
Burundi	4	1	Ethiopia	736670	1
Tanzania	1	2	Sansibar	736670	1
Rwanda	0	0	Libya	736670	1
Uganda	5	1	South Sudan	736671	1
Solomon Islands	6	0	Tuvalu	736672	1
Kenya	0	0	Sansibar	736672	1
Tonga	2	4	New Caledonia	736672	1
Rwanda	2	1	Tanzania	736672	1
South Korea	2	2	China	736672	1
Japan	1	0	North Korea	736672	1
Vanuatu	1	1	Fiji	736672	1
Ethiopia	1	1	Uganda	736673	1
Libya	1	0	Sansibar	736674	1
South Sudan	0	0	Burundi	736674	1
Kenya	1	0	Tanzania	736674	1
North Korea	0	1	South Korea	736675	1
Japan	2	1	China	736675	1
Tuvalu	0	10	Vanuatu	736675	1
New Caledonia	0	1	Solomon Islands	736675	1
Fiji	4	0	Tonga	736675	1
Kenya	0	0	Burundi	736677	1
Qatar	1	2	Liechtenstein	736677	1
Uganda	1	2	Sansibar	736678	1
Tuvalu	4	3	Tonga	736678	1
Oman	1	0	Yemen	736678	1
Fiji	4	1	New Caledonia	736678	1
Solomon Islands	2	3	Vanuatu	736678	1
Japan	1	4	South Korea	736679	1
China	1	1	North Korea	736679	1
Burundi	1	2	Uganda	736680	1
Kenya	1	1	Sansibar	736680	1
United Arab Emirates	1	0	Iraq	736680	1
Bahrain	0	0	Kuwait	736681	1
Kuwait	1	2	Saudi Arabia	736685	1
Oman	0	1	United Arab Emirates	736685	1
Qatar	4	0	Yemen	736686	1
Bahrain	1	1	Iraq	736686	1
Jordan	1	1	Libya	736688	1
Oman	1	0	Kuwait	736688	1
United Arab Emirates	0	0	Saudi Arabia	736688	1
Iraq	2	1	Qatar	736689	1
Yemen	0	1	Bahrain	736689	1
Saudi Arabia	0	2	Oman	736691	1
Kuwait	0	0	United Arab Emirates	736691	1
Iraq	3	0	Yemen	736692	1
Qatar	1	1	Bahrain	736692	1
Oman	1	0	Bahrain	736696	1
Iraq	1	1	United Arab Emirates	736696	1
Cameroon	1	1	Guinea	736697	1
Oman	1	1	United Arab Emirates	736699	1
Morocco	3	1	Cameroon	736700	1
Guinea	1	1	Uganda	736700	1
Rwanda	0	0	Sudan	736700	1
Mauritania	1	1	Libya	736700	1
Sweden	1	1	Estonia	736701	1
Rwanda	1	1	Namibia	736701	1
Cote dIvoire	3	1	Sudan	736702	1
Uganda	0	1	Congo	736703	1
Cameroon	0	0	Nigeria	736704	1
Burkina Faso	2	0	Libya	736704	1
Rwanda	1	4	Algeria	736704	1
Sweden	1	0	Denmark	736705	1
Jordan	1	2	Finland	736705	1
Morocco	4	0	Mauritania	736707	1
Guinea	1	2	Sudan	736708	1
Zambia	3	1	Uganda	736708	1
Indonesia	1	4	Iceland	736708	1
Cote dIvoire	0	1	Namibia	736708	1
Denmark	2	3	Jordan	736709	1
Libya	3	0	Equatorial Guinea	736709	1
Nigeria	0	0	Rwanda	736709	1
Angola	0	0	Burkina Faso	736710	1
Cameroon	0	1	Congo	736710	1
Morocco	3	1	Guinea	736711	1
Sudan	1	0	Mauritania	736711	1
Cote dIvoire	0	2	Zambia	736712	1
Uganda	0	1	Namibia	736712	1
Rwanda	1	0	Equatorial Guinea	736713	1
Libya	0	1	Nigeria	736713	1
Congo	2	0	Burkina Faso	736714	1
Angola	1	0	Cameroon	736714	1
Mauritania	0	1	Guinea	736715	1
Sudan	0	0	Morocco	736715	1
Uganda	0	0	Cote dIvoire	736716	1
Namibia	1	1	Zambia	736716	1
Equatorial Guinea	1	3	Nigeria	736717	1
Rwanda	0	1	Libya	736717	1
Burkina Faso	1	1	Cameroon	736718	1
Congo	0	0	Angola	736718	1
Zambia	0	1	Sudan	736721	1
South Korea	1	0	Moldova	736721	1
Morocco	2	0	Namibia	736721	1
Nigeria	1	1	Angola	736722	1
Congo	1	1	Libya	736722	1
USA	0	0	Bosnia and Herzegovina	736723	1
Azerbaijan	0	0	Moldova	736724	1
South Korea	2	2	Jamaica	736724	1
Sudan	0	1	Nigeria	736725	1
Morocco	1	1	Libya	736725	1
Mexico	1	0	Bosnia and Herzegovina	736726	1
South Korea	1	0	Latvia	736728	1
Libya	1	1	Sudan	736728	1
Morocco	4	0	Nigeria	736729	1
Saudi Arabia	3	0	Moldova	736751	1
Iraq	4	1	Saudi Arabia	736753	1
Iran	4	0	Sierra Leone	736770	1
Tahiti	0	0	New Caledonia	736773	1
South Africa	3	5	Angola	736774	1
Zambia	5	4	Zimbabwe	736774	1
Liechtenstein	0	1	Andorra	736774	1
Jordan	1	0	Kuwait	736774	1
South Africa	1	1	Angola	736774	1
Laos	0	1	Cambodia	736774	1
Togo	0	0	Madagascar	736774	1
Iraq	2	3	Qatar	736774	1
Zambia	1	1	Zimbabwe	736774	1
Macau	0	1	Mauritius	736775	1
Malaysia	2	2	Mongolia	736775	1
Malta	0	1	Luxembourg	736775	1
Nicaragua	3	1	Cuba	736775	1
Kyrgyzstan	5	1	Myanmar	736775	2.5
Thailand	4	2	Gabon	736775	1
